버스정류장명,정류장번호,도로명주소,지번주소,위도,경도,기준일
자갑동,33043,,강원특별자치도 원주시 지정면 간현리 산102,37.351254,127.855814,2024-03-31
자갑동,33044,,강원특별자치도 원주시 지정면 가곡리  1143,37.353027,127.858151,2024-03-31
정감,33045,,강원특별자치도 원주시 지정면 안창리  108,37.345051,127.827792,2024-03-31
정감마을,33046,,강원특별자치도 원주시 지정면 안창리 74,37.343492,127.82562,2024-03-31
지정면사무소,33047,,강원특별자치도 원주시 지정면 간현리 849,37.361895,127.840042,2024-03-31
지정면사무소,33048,,강원특별자치도 원주시 지정면 간현리 855,37.361981,127.839584,2024-03-31
지정초등학교,33049,,강원특별자치도 원주시 지정면 간현리 401,37.347022,127.846746,2024-03-31
질마재,33050,,강원특별자치도 원주시 지정면 가곡리  산 103,37.351145,127.873204,2024-03-31
차면리,33051,,강원특별자치도 원주시 지정면 신평리  234,37.364567,127.897262,2024-03-31
차면리,33052,,강원특별자치도 원주시 지정면 신평리 362,37.369235,127.895218,2024-03-31
초가삼간,33053,,강원특별자치도 원주시 지정면 가곡리 864,37.352828,127.869946,2024-03-31
판대,33054,,강원특별자치도 원주시 지정면 판대리 271,37.377757,127.793719,2024-03-31
판대,33055,,강원특별자치도 원주시 지정면 판대리 271,37.377731,127.793541,2024-03-31
평심원,33056,,강원특별자치도 원주시 지정면 안창리  574,37.347019,127.812461,2024-03-31
평장동,33057,,강원특별자치도 원주시 지정면 가곡리 산83,37.36389,127.862677,2024-03-31
하차면,33058,,강원특별자치도 원주시 지정면 신평리 213,37.361228,127.897863,2024-03-31
홈대울,33059,강원특별자치도 원주시 지정면 질마재로 191,강원특별자치도 원주시 지정면 가곡리 산 96,37.356648,127.862167,2024-03-31
홈대울,33060,강원특별자치도 원주시 지정면 질마재로 191,강원특별자치도 원주시 지정면 가곡리 산 96,37.356551,127.862082,2024-03-31
세포,34001,,강원특별자치도 원주시 부론면 단강리 614,37.14878,127.818216,2024-03-31
안말,34002,,강원특별자치도 원주시 부론면 법천리 1385,37.206934,127.751632,2024-03-31
조귀농,34003,,강원특별자치도 원주시 부론면 단강리 761,37.146849,127.799351,2024-03-31
조귀농,34004,,강원특별자치도 원주시 부론면 단강리  704,37.147038,127.802177,2024-03-31
조귀농,34005,,강원특별자치도 원주시 부론면 단강리 687,37.147161,127.802234,2024-03-31
노숲마을,34006,,강원특별자치도 원주시 부론면 노림리 401,37.260183,127.781117,2024-03-31
도시랭이,34007,,강원특별자치도 원주시 부론면 법천리  749,37.212201,127.762785,2024-03-31
단강앞,34008,,강원특별자치도 원주시 부론면 단강리  837,37.152284,127.787279,2024-03-31
도덕골,34009,,강원특별자치도 원주시 부론면 손곡리 1679,37.24432,127.795818,2024-03-31
도덕골,34010,,강원특별자치도 원주시 부론면 손곡리 산187,37.244271,127.795635,2024-03-31
매골,34011,,강원특별자치도 원주시 부론면 법천리 251,37.21869,127.769284,2024-03-31
매골,34012,,강원특별자치도 원주시 부론면 법천리 251,37.21882,127.7692,2024-03-31
모산,34013,,강원특별자치도 원주시 부론면 노림리 산5,37.26234,127.790214,2024-03-31
버덩말,34014,,강원특별자치도 원주시 부론면 법천리  1649,37.212453,127.750631,2024-03-31
벌말,34015,,강원특별자치도 원주시 부론면 손곡리 1379,37.227393,127.788464,2024-03-31
법천1리,34016,,강원특별자치도 원주시 부론면 법천리 1389,37.205754,127.753347,2024-03-31
법천3리,34017,강원특별자치도 원주시 부론면 부론로 177-1,강원특별자치도 원주시 부론면 법천리 1152,37.18904,127.75233,2024-03-31
법천리,34018,,강원특별자치도 원주시 부론면 법천리  산 3,37.224002,127.776206,2024-03-31
부론,34019,강원특별자치도 원주시 부론면 법천시장길 42-2,강원특별자치도 원주시 부론면 법천리 1533,37.207946,127.749704,2024-03-31
부문재,34020,강원특별자치도 원주시 문막읍 법후로 723,강원특별자치도 원주시 문막읍 후용리 산 43,37.25191,127.797327,2024-03-31
산수동,34021,,강원특별자치도 원주시 부론면 법천리 1309,37.201912,127.753705,2024-03-31
새말,34022,,강원특별자치도 원주시 귀래면 용암리  21,37.170525,127.844441,2024-03-31
새터말,34023,강원특별자치도 원주시 부론면 법후로 244,강원특별자치도 원주시 부론면 법천리 244,37.220749,127.771707,2024-03-31
서작,34024,강원특별자치도 원주시 부론면 부론로 341,강원특별자치도 원주시 부론면 정산리 1809,37.176726,127.759447,2024-03-31
서작,34025,,강원특별자치도 원주시 부론면 정산리  산 258,37.176747,127.759278,2024-03-31
서작마을,34026,,강원특별자치도 원주시 부론면 정산리  산 225,37.181658,127.75574,2024-03-31
검단이,34027,,강원특별자치도 원주시 부론면 흥호리 487,37.238558,127.759981,2024-03-31
손곡2리,34028,,강원특별자치도 원주시 부론면 손곡리  산 27,37.222891,127.811901,2024-03-31
손곡2리정류장,34029,,강원특별자치도 원주시 부론면 손곡리 475,37.224908,127.810432,2024-03-31
손곡3리,34030,,강원특별자치도 원주시 부론면 손곡리 773,37.230528,127.805186,2024-03-31
손곡3리,34031,,강원특별자치도 원주시 부론면 손곡리 761,37.23036,127.805048,2024-03-31
손곡리,34032,강원특별자치도 원주시 부론면 법후로 432,강원특별자치도 원주시 부론면 손곡리 1391,37.229598,127.7892,2024-03-31
손곡리,34033,,강원특별자치도 원주시 부론면 손곡리  1136,37.23143,127.791866,2024-03-31
솔미,34034,,강원특별자치도 원주시 부론면 정산리  2166,37.166267,127.767617,2024-03-31
솔미마을,34035,,강원특별자치도 원주시 부론면 정산리  1610,37.168541,127.769202,2024-03-31
송정,34036,,강원특별자치도 원주시 부론면 손곡리 921,37.221351,127.799694,2024-03-31
아래솔미,34037,,강원특별자치도 원주시 부론면 정산리 1535,37.164915,127.766149,2024-03-31
아래솔미,34038,,강원특별자치도 원주시 부론면 정산리 1538,37.164913,127.766348,2024-03-31
관덕정류장,34039,,강원특별자치도 원주시 부론면 정산리  2106,37.178865,127.759504,2024-03-31
알산골,34040,,강원특별자치도 원주시 부론면 손곡리  1533,37.234655,127.798236,2024-03-31
염터소류지,34041,,강원특별자치도 원주시 부론면 단강리 1272,37.159166,127.782928,2024-03-31
오리올,34042,,강원특별자치도 원주시 부론면 손곡리 491,37.227875,127.807655,2024-03-31
오리올,34043,,강원특별자치도 원주시 부론면 손곡리 761,37.227924,127.807496,2024-03-31
유천건설,34044,,강원특별자치도 원주시 부론면 노림리 883,37.249123,127.772907,2024-03-31
작실,34045,,강원특별자치도 원주시 부론면 단강리  산 102,37.156251,127.784908,2024-03-31
장뜰교,34046,,강원특별자치도 원주시 부론면 법천리  738,37.213568,127.765547,2024-03-31
정산4리,34047,,강원특별자치도 원주시 부론면 정산리  1706,37.171383,127.760744,2024-03-31
정산리,34048,,강원특별자치도 원주시 부론면 정산리 880,37.163971,127.780249,2024-03-31
노림가루개정류장,34049,,강원특별자치도 원주시 부론면 흥호리 158,37.247543,127.767026,2024-03-31
노림초등학교,34050,,강원특별자치도 원주시 부론면 노림리 369,37.25998,127.781295,2024-03-31
노숲,34051,,강원특별자치도 원주시 부론면 노림리 390,37.261138,127.783106,2024-03-31
좀재,34052,,강원특별자치도 원주시 부론면 법천리 1184,37.191212,127.753327,2024-03-31
퉁점교앞,34053,,강원특별자치도 원주시 부론면 손곡리  1533,37.224824,127.793682,2024-03-31
하부론,34054,,강원특별자치도 원주시 부론면 단강리 500,37.154752,127.82067,2024-03-31
하부론,34055,,강원특별자치도 원주시 부론면 단강리 500,37.154825,127.820599,2024-03-31
진골,34056,,강원특별자치도 원주시 부론면 노림리  879,37.252001,127.776539,2024-03-31
흥원창,34057,,강원특별자치도 원주시 부론면 흥호리  1185,37.226651,127.751421,2024-03-31
흥호1리,34058,,강원특별자치도 원주시 부론면 흥호리 272,37.242612,127.761503,2024-03-31
흥호리,34059,,강원특별자치도 원주시 부론면 흥호리 1160,37.21532,127.750894,2024-03-31
부론면사무소,34060,,강원특별자치도 원주시 부론면 법천리 1449,37.207994,127.749899,2024-03-31
가마골,35001,,강원특별자치도 원주시 귀래면 운계리 676,37.191599,127.883853,2024-03-31
고청,35002,,강원특별자치도 원주시 귀래면 귀래리 1701,37.229803,127.853167,2024-03-31
고청,35003,,강원특별자치도 원주시 귀래면 귀래리 산6,37.225425,127.860104,2024-03-31
고청정류장,35004,,강원특별자치도 원주시 귀래면 귀래리  1457,37.222925,127.86273,2024-03-31
귀래2리,35005,,강원특별자치도 원주시 귀래면 귀래리 254,37.223238,127.894166,2024-03-31
귀래3리,35006,강원특별자치도 원주시 귀래면 귀문로 416,강원특별자치도 원주시 귀래면 귀래리 565,37.217321,127.870249,2024-03-31
귀래3리,35007,,강원특별자치도 원주시 귀래면 귀래리  1912,37.219155,127.869461,2024-03-31
귀래3리,35008,,강원특별자치도 원주시 귀래면 귀래리  626,37.217223,127.870201,2024-03-31
귀래정류장,35009,,강원특별자치도 원주시 귀래면 귀래리 242,37.222451,127.895299,2024-03-31
귀운저수지,35010,,강원특별자치도 원주시 귀래면 귀래리 산5,37.227577,127.857601,2024-03-31
능유마을,35011,,강원특별자치도 원주시 귀래면 주포리  364,37.161105,127.853241,2024-03-31
당우,35012,,강원특별자치도 원주시 귀래면 용암리 897,37.155253,127.833234,2024-03-31
대동마을,35013,,강원특별자치도 원주시 귀래면 운계리 858,37.184523,127.883747,2024-03-31
덕은,35014,,강원특별자치도 원주시 귀래면 용암리 431,37.157441,127.848172,2024-03-31
동막정류장,35015,,강원특별자치도 원주시 귀래면 귀래리 198,37.219503,127.896221,2024-03-31
방아실,35016,,강원특별자치도 원주시 귀래면 귀래리 1761,37.230222,127.849994,2024-03-31
백운령,35017,,강원특별자치도 원주시 귀래면 귀래리 149,37.217271,127.896821,2024-03-31
백운령,35018,,강원특별자치도 원주시 귀래면 귀래리 149,37.217516,127.896644,2024-03-31
버덩,35019,,강원특별자치도 원주시 귀래면 귀래리  367,37.220203,127.876736,2024-03-31
버덩,35020,,강원특별자치도 원주시 귀래면 귀래리  371,37.220268,127.876797,2024-03-31
사두정류장,35021,,강원특별자치도 원주시 귀래면 귀래리 535,37.21989,127.869015,2024-03-31
삼사골,35022,,강원특별자치도 원주시 귀래면 주포리  404,37.160073,127.856964,2024-03-31
새말,35023,,강원특별자치도 원주시 지정면 가곡리  1143,37.363451,127.86309,2024-03-31
생산,35024,강원특별자치도 원주시 귀래면 부귀로 1251,강원특별자치도 원주시 귀래면 용암리 914,37.155708,127.828794,2024-03-31
세포마을,35025,,강원특별자치도 원주시 귀래면 용암리  1083,37.155533,127.829191,2024-03-31
약수터,35026,,강원특별자치도 원주시 귀래면 운계리 1086,37.199588,127.87173,2024-03-31
욕골,35027,,강원특별자치도 원주시 귀래면 주포리 14,37.163566,127.877244,2024-03-31
용암말,35028,,강원특별자치도 원주시 귀래면 운남리 1027,37.174725,127.883451,2024-03-31
운계,35029,,강원특별자치도 원주시 귀래면 운계리 산130,37.197745,127.885139,2024-03-31
운계리,35030,,강원특별자치도 원주시 귀래면 운계리 산111,37.20356,127.889962,2024-03-31
운계정류장,35031,,강원특별자치도 원주시 귀래면 운계리 산116,37.200755,127.887672,2024-03-31
웃골,35032,강원특별자치도 원주시 귀래면 귀문로 203,강원특별자치도 원주시 귀래면 운계리 1252,37.196288,127.875117,2024-03-31
웃한치,35033,,강원특별자치도 원주시 귀래면 운남리 1042,37.177651,127.884162,2024-03-31
웅동경로당,35034,,강원특별자치도 원주시 귀래면 귀래리  879,37.208895,127.870692,2024-03-31
웅동경로당,35035,,강원특별자치도 원주시 귀래면 귀래리  879,37.208953,127.870591,2024-03-31
유현,35036,,강원특별자치도 원주시 귀래면 운계리  1253,37.188881,127.880949,2024-03-31
유현,35037,,강원특별자치도 원주시 귀래면 운계리 1063,37.193976,127.878817,2024-03-31
유현마을,35038,,강원특별자치도 원주시 귀래면 운계리 810,37.187648,127.883885,2024-03-31
유현마을앞,35039,,강원특별자치도 원주시 귀래면 운계리 691,37.188376,127.883881,2024-03-31
은포마을,35040,,강원특별자치도 원주시 귀래면 주포리  519,37.158638,127.861151,2024-03-31
지둔앞,35041,,강원특별자치도 원주시 귀래면 용암리 504,37.15451,127.839576,2024-03-31
천은사정류장,35042,,강원특별자치도 원주시 귀래면 귀래리  62,37.229155,127.896713,2024-03-31
철동골,35043,,강원특별자치도 원주시 귀래면 귀래리 48,37.232605,127.899431,2024-03-31
청원휴게소,35044,강원특별자치도 원주시 귀래면 운계다둔길 111-4,강원특별자치도 원주시 귀래면 운계리 1251,37.210635,127.891404,2024-03-31
청원휴게소,35045,,강원특별자치도 원주시 귀래면 운계리 산102,37.211701,127.891729,2024-03-31
큰양안치고개,35046,,강원특별자치도 원주시 귀래면 귀래리 산113,37.2359,127.89875,2024-03-31
큰양안치고개,35047,,강원특별자치도 원주시 귀래면 귀래리 산111,37.237901,127.897851,2024-03-31
탑상골,35048,,강원특별자치도 원주시 귀래면 귀래리  1914,37.20523,127.867969,2024-03-31
하남마을,35049,,강원특별자치도 원주시 귀래면 용암리 572,37.157296,127.842819,2024-03-31
하남마을,35050,,강원특별자치도 원주시 귀래면 용암리  487,37.157186,127.842966,2024-03-31
이동부락,35051,,강원특별자치도 원주시 귀래면 운남리 297,37.177607,127.902224,2024-03-31
운남2리,35052,,강원특별자치도 원주시 귀래면 운남리 210,37.178784,127.908412,2024-03-31
귀래면사무소,35053,,강원특별자치도 원주시 귀래면 운남리 1011,37.171381,127.884314,2024-03-31
귀래면사무소,35054,,강원특별자치도 원주시 귀래면 운남리 1008,37.170657,127.884197,2024-03-31
강릉원주대학교,36001,,강원특별자치도 원주시 흥업면 흥업리 20,37.306698,127.925854,2024-03-31
강릉원주대학교,36002,,강원특별자치도 원주시 흥업면 흥업리 20,37.306826,127.925934,2024-03-31
거장아파트,36003,강원특별자치도 원주시 흥업면 사제로 398,강원특별자치도 원주시 흥업면 사제리 358,37.33246,127.888343,2024-03-31
거장아파트 삼거리,36004,강원특별자치도 원주시 흥업면 사제로 465,강원특별자치도 원주시 흥업면 사제리 1245,37.331292,127.886307,2024-03-31
광터사거리,36005,,강원특별자치도 원주시 흥업면 사제리  1463,37.340727,127.879828,2024-03-31
광터사거리,36006,,강원특별자치도 원주시 흥업면 사제리  1694,37.341821,127.880492,2024-03-31
광터사거리,36007,,강원특별자치도 원주시 지정면 보통리  190,37.346859,127.880331,2024-03-31
대사제동,36008,,강원특별자치도 원주시 흥업면 사제리  1689,37.326982,127.887593,2024-03-31
더덕골,36009,강원특별자치도 원주시 흥업면 북원로 1139,강원특별자치도 원주시 흥업면 매지리 1771,37.254036,127.900501,2024-03-31
덕고개,36010,강원특별자치도 원주시 흥업면 광터길 87,강원특별자치도 원주시 흥업면 사제리 1305,37.337889,127.88215,2024-03-31
동막골,36011,,강원특별자치도 원주시 흥업면 매지리 1011,37.264179,127.903724,2024-03-31
두산위브아파트,36012,강원특별자치도 원주시 흥업면 당골길 32,강원특별자치도 원주시 흥업면 흥업리 462,37.292799,127.917704,2024-03-31
두산위브정문,36013,강원특별자치도 원주시 흥업면 안밤골길 16,강원특별자치도 원주시 흥업면 흥업리 1532,37.292904,127.917417,2024-03-31
매지리,36014,,강원특별자치도 원주시 흥업면 매지리 산136,37.245096,127.898042,2024-03-31
매지리,36015,,강원특별자치도 원주시 흥업면 매지리  1886,37.260386,127.902634,2024-03-31
매지휴게소,36016,,강원특별자치도 원주시 흥업면 매지리 1852,37.241123,127.898166,2024-03-31
면허시험장,36017,,강원특별자치도 원주시 호저면 만종리 1266,37.338125,127.896095,2024-03-31
무수막마을,36018,강원특별자치도 원주시 흥업면 무수막1길 4,강원특별자치도 원주시 흥업면 매지리 1860,37.283665,127.911603,2024-03-31
무수막마을,36019,,강원특별자치도 원주시 흥업면 매지리 399,37.28394,127.911414,2024-03-31
미촌,36020,,강원특별자치도 원주시 흥업면 매지리 1052,37.260979,127.902975,2024-03-31
미촌마을,36021,,강원특별자치도 원주시 흥업면 매지리 957,37.25838,127.907545,2024-03-31
벌밤골,36022,,강원특별자치도 원주시 흥업면 흥업리 394,37.289871,127.91602,2024-03-31
벌밤골,36023,,강원특별자치도 원주시 흥업면 흥업리 1633,37.291006,127.916182,2024-03-31
보촌,36024,,강원특별자치도 원주시 흥업면 흥업리 551,37.298495,127.918475,2024-03-31
복거부락,36025,,강원특별자치도 원주시 흥업면 흥업리 1443,37.312742,127.903292,2024-03-31
복거부락앞,36026,,강원특별자치도 원주시 흥업면 흥업리  1544,37.314426,127.899319,2024-03-31
봉미마을,36027,,강원특별자치도 원주시 흥업면 사제리  324,37.333608,127.891314,2024-03-31
봉현,36028,,강원특별자치도 원주시 흥업면 사제리 621,37.32272,127.892287,2024-03-31
봉현,36029,,강원특별자치도 원주시 흥업면 사제리 621,37.322943,127.891781,2024-03-31
사제보건소,36030,,강원특별자치도 원주시 흥업면 사제리  1689,37.328941,127.887306,2024-03-31
사제리,36031,강원특별자치도 원주시 흥업면 사제로 574,강원특별자치도 원주시 흥업면 사제리 118,37.335058,127.895197,2024-03-31
사제리,36032,,강원특별자치도 원주시 흥업면 사제리 116,37.33521,127.895113,2024-03-31
삼성동,36033,강원특별자치도 원주시 흥업면 사제로 385,강원특별자치도 원주시 흥업면 사제리 564,37.324632,127.889866,2024-03-31
세동,36034,,강원특별자치도 원주시 흥업면 매지리  1942,37.279249,127.909919,2024-03-31
세동마을,36035,,강원특별자치도 원주시 흥업면 매지리 481,37.280122,127.91001,2024-03-31
신길촌,36036,,강원특별자치도 원주시 흥업면 흥업리 1458,37.311282,127.906637,2024-03-31
신촌,36037,,강원특별자치도 원주시 지정면 신평리 854,37.389696,127.883801,2024-03-31
신촌,36038,강원특별자치도 원주시 흥업면 범파정길 21,강원특별자치도 원주시 흥업면 흥업리 1652,37.310241,127.907632,2024-03-31
신촌길,36039,,강원특별자치도 원주시 흥업면 흥업리 1458,37.311633,127.906347,2024-03-31
신촌길,36040,,강원특별자치도 원주시 흥업면 흥업리 1380,37.307715,127.909238,2024-03-31
연세대학교,36041,강원특별자치도 원주시 흥업면 연세대길 1,강원특별자치도 원주시 흥업면 매지리 1496,37.280264,127.901829,2024-03-31
연세대 스포츠센터,36042,강원특별자치도 원주시 흥업면 연세대길 1,강원특별자치도 원주시 흥업면 매지리 1496,37.27735,127.903305,2024-03-31
연세대 복지타운,36043,강원특별자치도 원주시 흥업면 연세대길 1,강원특별자치도 원주시 흥업면 매지리 1496,37.277093,127.903682,2024-03-31
연세대정문,36044,,강원특별자치도 원주시 흥업면 매지리 1274,37.276807,127.906654,2024-03-31
연세대학교,36045,,강원특별자치도 원주시 흥업면 매지리 1251,37.276926,127.907774,2024-03-31
운전면허시험장,36046,,강원특별자치도 원주시 호저면 만종리  904,37.337826,127.896241,2024-03-31
원수고개,36047,,강원특별자치도 원주시 흥업면 대안리 산25,37.30851,127.899317,2024-03-31
강릉원주대학교,36048,,강원특별자치도 원주시 흥업면 흥업리 26,37.306348,127.921617,2024-03-31
육민관중.고등학교,36049,,강원특별자치도 원주시 흥업면 흥업리 38,37.306208,127.920764,2024-03-31
육민관중고교,36050,,강원특별자치도 원주시 흥업면 흥업리 768,37.308823,127.916929,2024-03-31
육민관고등학교,36051,,강원특별자치도 원주시 흥업면 흥업리  762,37.309663,127.916552,2024-03-31
자감교(한라대 입구),36052,,강원특별자치도 원주시 흥업면 흥업리 661,37.304953,127.917004,2024-03-31
자감교(한라대 입구),36053,,강원특별자치도 원주시 흥업면 흥업리 661,37.304965,127.916772,2024-03-31
자감촌침례교회,36054,강원특별자치도 원주시 흥업면 사제로 50,강원특별자치도 원주시 흥업면 흥업리 1530,37.304247,127.914792,2024-03-31
중부마을,36055,,강원특별자치도 원주시 호저면 만종리 1266,37.341838,127.897367,2024-03-31
풍년고개,36056,,강원특별자치도 원주시 흥업면 대안리  2211,37.305339,127.896775,2024-03-31
풍년고개,36057,강원특별자치도 원주시 흥업면 대안로 1109,강원특별자치도 원주시 흥업면 흥업리 1441,37.312313,127.903441,2024-03-31
풍년고개,36058,,강원특별자치도 원주시 흥업면 대안리 산24,37.30599,127.897292,2024-03-31
한라대학교 정문,36059,,강원특별자치도 원주시 흥업면 흥업리  1744,37.305195,127.911802,2024-03-31
한라대학교 정문,36060,강원특별자치도 원주시 흥업면 범파정길 21,강원특별자치도 원주시 흥업면 흥업리 1652,37.305232,127.91121,2024-03-31
한라대학교(교내),36061,강원특별자치도 원주시 흥업면 사제로 87-9,강원특별자치도 원주시 흥업면 흥업리 1747,37.303837,127.91052,2024-03-31
한촌,36062,,강원특별자치도 원주시 흥업면 매지리  1883,37.270861,127.905758,2024-03-31
한촌,36063,,강원특별자치도 원주시 흥업면 매지리  1166,37.270036,127.904962,2024-03-31
회촌,36064,,강원특별자치도 원주시 흥업면 매지리 601,37.256085,127.910668,2024-03-31
후동,36065,강원특별자치도 원주시 흥업면 후동길 8,강원특별자치도 원주시 흥업면 사제리 343,37.332118,127.886829,2024-03-31
흥업사거리,36067,,강원특별자치도 원주시 흥업면 흥업리 586,37.302405,127.919916,2024-03-31
흥업주유소,36069,,강원특별자치도 원주시 흥업면 사제리 796,37.319788,127.896241,2024-03-31
흥업주유소,36070,,강원특별자치도 원주시 흥업면 사제리 796,37.319786,127.896119,2024-03-31
흥업지구대,36071,강원특별자치도 원주시 흥업면 남원로 30-8,강원특별자치도 원주시 흥업면 흥업리 557,37.298467,127.918735,2024-03-31
가리파계곡,37001,,강원특별자치도 원주시 판부면 금대리  1463,37.263034,128.033595,2024-03-31
거장아파트,37002,강원특별자치도 원주시 판부면 남원로 223,강원특별자치도 원주시 판부면 서곡리 592,37.312058,127.928064,2024-03-31
거장아파트,37003,강원특별자치도 원주시 판부면 남원로 219,강원특별자치도 원주시 판부면 서곡리 1772,37.311871,127.928197,2024-03-31
건너서평,37004,,강원특별자치도 원주시 판부면 서곡리 205,37.300441,127.943842,2024-03-31
곰네미,37005,,강원특별자치도 원주시 판부면 금대리  1439,37.276998,128.006981,2024-03-31
구억동,37006,,강원특별자치도 원주시 판부면 서곡리  824,37.305443,127.933394,2024-03-31
금대1리,37007,,강원특별자치도 원주시 판부면 금대리  1451,37.277835,128.006337,2024-03-31
금대3리 마을회관앞,37008,,강원특별자치도 원주시 판부면 금대리 188,37.266245,128.024522,2024-03-31
금대3리마을회관앞,37009,,강원특별자치도 원주시 판부면 금대리  1461,37.266308,128.024669,2024-03-31
금대계곡,37010,,강원특별자치도 원주시 판부면 금대리 678,37.274336,128.011293,2024-03-31
금대계곡,37011,,강원특별자치도 원주시 판부면 금대리 509,37.27417,128.011398,2024-03-31
금대리,37012,,강원특별자치도 원주시 판부면 금대리  1437,37.284588,127.997422,2024-03-31
금대리 회론동,37013,,강원특별자치도 원주시 판부면 금대리 464,37.2705,128.018931,2024-03-31
금대초등학교,37014,,강원특별자치도 원주시 판부면 금대리  1437,37.288791,127.995046,2024-03-31
금대초등학교,37015,,강원특별자치도 원주시 판부면 금대리 899,37.287908,127.995704,2024-03-31
남송,37016,,강원특별자치도 원주시 판부면 서곡리 465,37.317846,127.938646,2024-03-31
남원주중학교,37017,,강원특별자치도 원주시 판부면 서곡리 2028,37.321998,127.942026,2024-03-31
내남송,37018,강원특별자치도 원주시 판부면 내남송길 130,강원특별자치도 원주시 판부면 서곡리 134,37.30786,127.945944,2024-03-31
내남송,37019,,강원특별자치도 원주시 판부면 서곡리 488,37.310772,127.943477,2024-03-31
내동막,37020,,강원특별자치도 원주시 판부면 서곡리  1956,37.295596,127.942324,2024-03-31
대성암,37021,강원특별자치도 원주시 판부면 치악로 730,강원특별자치도 원주시 판부면 금대리 270,37.268968,128.022116,2024-03-31
동보노빌리티(포스코APT),37022,,강원특별자치도 원주시 명륜동 851,37.323713,127.937481,2024-03-31
뜀바위,37023,,강원특별자치도 원주시 판부면 금대리  1449,37.281765,128.001641,2024-03-31
뜀바위,37024,,강원특별자치도 원주시 판부면 금대리  1449,37.281695,128.001957,2024-03-31
백운전원마을,37025,,강원특별자치도 원주시 판부면 서곡리 871,37.300571,127.936789,2024-03-31
변판서골,37026,,강원특별자치도 원주시 판부면 서곡리 561,37.314812,127.9343,2024-03-31
변판서골,37027,,강원특별자치도 원주시 판부면 서곡리 556,37.315911,127.935704,2024-03-31
서곡jc,37028,,강원특별자치도 원주시 판부면 서곡리 881,37.302759,127.935726,2024-03-31
서곡jc,37029,,강원특별자치도 원주시 판부면 서곡리 882,37.302541,127.936079,2024-03-31
서곡삼거리,37030,,강원특별자치도 원주시 판부면 서곡리 738,37.308266,127.927481,2024-03-31
서곡삼거리,37031,,강원특별자치도 원주시 판부면 서곡리 742,37.308475,127.927816,2024-03-31
서곡초교,37032,,강원특별자치도 원주시 판부면 서곡리 1087,37.297921,127.937388,2024-03-31
서곡초등학교,37033,,강원특별자치도 원주시 판부면 서곡리 1087,37.297877,127.937497,2024-03-31
서평동,37034,,강원특별자치도 원주시 판부면 서곡리  1121,37.296213,127.939811,2024-03-31
아랫거리,37035,,강원특별자치도 원주시 판부면 서곡리 603,37.313205,127.930697,2024-03-31
아랫거리,37036,,강원특별자치도 원주시 판부면 서곡리 599,37.312945,127.93105,2024-03-31
세교마을,37037,,강원특별자치도 원주시 판부면 금대리 1092,37.296458,127.988797,2024-03-31
실버요양원,37038,,강원특별자치도 원주시 판부면 금대리 1134,37.293451,127.991102,2024-03-31
실버요양원,37039,,강원특별자치도 원주시 판부면 금대리  1437,37.293328,127.991351,2024-03-31
안중천,37042,,강원특별자치도 원주시 판부면 서곡리 192,37.302023,127.94444,2024-03-31
애신분교,37043,,강원특별자치도 원주시 판부면 금대리 148,37.263445,128.032758,2024-03-31
오페라 웨딩홀,37044,,강원특별자치도 원주시 판부면 서곡리  산 38,37.319795,127.93969,2024-03-31
오페라웨딩홀,37045,,강원특별자치도 원주시 판부면 서곡리 422,37.321069,127.939588,2024-03-31
외동막,37046,강원특별자치도 원주시 판부면 용수골길 180,강원특별자치도 원주시 판부면 서곡리 1258,37.292948,127.940313,2024-03-31
외동막,37047,,강원특별자치도 원주시 판부면 서곡리 1213,37.293135,127.940459,2024-03-31
원동,37048,,강원특별자치도 원주시 판부면 금대리  173,37.26525,128.027284,2024-03-31
원동,37049,,강원특별자치도 원주시 판부면 금대리  1463,37.264881,128.027762,2024-03-31
원주화교소학교,37050,,강원특별자치도 원주시 판부면 서곡리 488,37.314686,127.942146,2024-03-31
음금대,37051,,강원특별자치도 원주시 판부면 금대리  856,37.284571,127.997616,2024-03-31
치악산휴양림,37052,,강원특별자치도 원주시 판부면 금대리  1463,37.263454,128.030476,2024-03-31
회론동앞,37053,,강원특별자치도 원주시 판부면 금대리 465,37.270676,128.018881,2024-03-31
가둔지,38001,강원특별자치도 원주시 신림면 전불길 3-1,강원특별자치도 원주시 신림면 성남리 1061,37.251433,128.083222,2024-03-31
갈곡,38002,,강원특별자치도 원주시 신림면 신림리  967,37.234801,128.072256,2024-03-31
갈밭골,38003,,강원특별자치도 원주시 신림면 용암리  1357,37.221858,128.086566,2024-03-31
계야,38004,,강원특별자치도 원주시 신림면 송계리  204,37.277906,128.201927,2024-03-31
계야,38005,,강원특별자치도 원주시 신림면 송계리 536,37.275293,128.199037,2024-03-31
계야,38006,,강원특별자치도 원주시 신림면 송계리 199,37.2772,128.201682,2024-03-31
계야강,38007,,강원특별자치도 원주시 신림면 송계리  982,37.284896,128.202176,2024-03-31
계야마을,38008,,강원특별자치도 원주시 신림면 송계리 319,37.291001,128.200944,2024-03-31
구학분교,38009,,강원특별자치도 원주시 신림면 구학리  270,37.211468,128.064652,2024-03-31
구학분교,38010,,강원특별자치도 원주시 신림면 구학리  270,37.211535,128.064441,2024-03-31
금창리,38011,,강원특별자치도 원주시 신림면 금창리 191,37.241238,128.063869,2024-03-31
